,Date,Stars,BankName,Clean_Review,sentiment,sentiment_cat
37,2016-01-23,5,North American Savings Bank,team closing despite prompt peter roadblocks answered somehow professional various encountered questions time responses,0.05,Neutral
38,2016-05-05,5,North American Savings Bank,note friendly knowledgeable buying adam professional brought effective closed personal highly ensure house spoke beyond communication recommended time congratulations written recommend hard hand sending touch care aspects skills,0.12047619047619047,Positive
39,2017-05-09,1,North American Savings Bank,told automatic account escrow scheduled request representative double smoothly loan intuitive received debit provide counseling actually changed credit span complete various late unlike service bank messages rude services capable automatically specifically charge external payments whom call letter woman confirmation balance mortgage change months customer email adjusted using disaster suggested process instructed minutes record earlier website nasbs va weeks total entries banks department veteran adjust agent clunky nasb sent default servicing voice deficiency performing set amount experienced debited spoke error current payment mail incompetence system socalled business apply telling sell hung closing called,0.0642857142857143,Neutral
40,2017-08-13,1,North American Savings Bank,recommend miserable purchase accepted screwed home responsibility experience imaginable wouldnt purchasing doghouse errors,-1.0,Negative
41,2017-12-24,1,North American Savings Bank,told communicated thank steer disorganized nasb people kang loan poor process times questioned unless idea happy expired minutes actual communicate house appraiser sign settling items settlement refinance lock talking current refinancing contacted lower forgot communication mortgage pictures sweet documents causing werent recommend steve appraise didnt twice comps committed appraising email rate look goodness notary officer competent called,0.20833333333333334,Positive
42,2017-02-10,1,North American Savings Bank,card loan company times supervisor understood ok heard earlier response fro credit refinance emailed nick due started busness called,0.125,Positive
43,2016-05-20,1,North American Savings Bank,told friendly finally close star conversation departure request professional questions recured loan depending documentation received wasnt respond doesnt traveling patterns complete justified single lower requests id hard bank disrespect respectful assure promise rep completed imagine unwilling broken ready rectify quick hadnt unfold additional ive mortgage started day time didnt count email rate promises initial country beginning explained closed times process kept wished earlier mortgages weeks sounded wifes occasion wife repeats customers banks owe assurance responded life complained hours properties care donna complaints sent deal treats application happen incompetent happened yourself unable provided owned honestly worst tell violated sorry experience pushed example home,-0.07919799498746867,Negative
44,2016-02-29,1,North American Savings Bank,previous registering disturbing site phone list unprofessional contacted lender,-0.3333333333333333,Negative
45,2016-11-13,1,North American Savings Bank,reviews prevent north company write standard amount mistake refinance communication started time american bank minimal assurance savings lenders using completed,-0.03333333333333333,Negative
46,2016-01-15,1,North American Savings Bank,told bob check close coordinate nasb sale sent past agreed driving personal stressful power fly household ran read accept credit paperwork wouldnt started day days wife attorney fedex five id send bank knowledge home consent purchased notary houses closing docs weeksit,0.18333333333333335,Positive
47,2016-12-05,1,North American Savings Bank,firm promises nasb excellent disappeared income loan lender low sign credit lock horrible etc sensed local weeks contacted experience plenty tons terms immediately thankfully closing failed date rep,-0.11666666666666665,Negative
48,2017-09-12,1,North American Savings Bank,told guess friendly locked saying thanks initial ready parameters ears nasb professional lending sent february missed boat replied competitive loan proceed selected closed talked fall deaf ok respond extremely lender january contract exact continued tree round read select lock spoke etc current else tomorrow signed weeks receive please late near five emails didnt bunch banks send rates phone email week fees calls rate following pretty lenders helpful rep,0.08333333333333333,Neutral
49,2017-11-02,1,North American Savings Bank,loan told faith send cost fixed nasb estimate rate conversation total exp mentioned closing called consultant,0.05,Neutral
50,2017-10-26,5,Reliance First Capital,business goals achieve decisions connect process educate wonderful woman options happy beyond definitely future person considerate helping,0.6,Positive
51,2017-02-24,5,Reliance First Capital,achieve upper people nervous mary special process understood wonderful management connolly helped entire available read goals staff feel time situation lady help uncomfortable helpful answer found,0.20952380952380953,Positive
52,2016-12-20,5,Reliance First Capital,thanks improving excellent scores issues past impossible reassurance process reliance happy lately financial weve despite read patrick credit helping refinance able difficult stellar hard service customer situation step throughout especially guide help capital,0.09469696969696971,Neutral
53,2017-05-24,5,Reliance First Capital,friendly navigated thanks close professional remember approved reassured broker personal reliance family read refinanced credit single personally attention enthusiastically demanded initially knowledgeable patient skeptical getting delighted manner thoroughly entire available refinance support happily guidance mortgage time soon recommend devastated timely calls superlatives returned eligible issues process walk dealt proved fantastic waste patrick informed successfully cant person simply assistance emails expect weekends pretty step care declining thank challenging company conclusion pat polite arose assumed items consistently health refinancing sufficient home real called successful,0.2335034013605442,Positive
54,2017-11-02,5,Reliance First Capital,recommend service process reliance genna fast excellent provided capital smooth englert husband,0.5333333333333333,Positive
55,2017-05-17,5,Reliance First Capital,pleasure plan knowledgeable process helped run positive happy ritu willing beginning help energetic options,0.44431818181818183,Positive
56,2016-05-27,5,Reliance First Capital,ritu special start reliance delight mention vacation provided helped quickly processing weeks refinancing documents pleasure business moving week closing,0.34523809523809523,Positive
57,2017-10-04,5,Reliance First Capital,quick close thorough receptive,0.3333333333333333,Positive
58,2017-10-11,5,Reliance First Capital,friendly dependable truthful obstacles mile honest professional overcoming easy extra,0.27976190476190477,Positive
59,2017-07-22,5,Reliance First Capital,costs tedious bit lot process federal spent explaining obvious regulations closing consuming time,-0.19999999999999998,Negative
60,2016-07-10,5,Reliance First Capital,responsive informative,0.0,Neutral
61,2017-01-11,5,Reliance First Capital,pleasure process thanks able pope informative throughout experience tim beginning lenders unlike,0.35,Positive
62,2017-02-17,5,Reliance First Capital,financing friendly company comforts helped fast home recommended leave steven shatz easy,0.3361111111111111,Positive
63,2016-10-29,5,Reliance First Capital,service received quick agent simple result pleased little completed,0.16145833333333331,Positive
64,2016-04-13,5,Reliance First Capital,company communicative patient teddy job represents hardworking,0.0,Neutral
65,2017-07-22,5,Reliance First Capital,excellent honest professional beginning explained transactions manner ferrell teddy front communication required team emails timely answered calls binh lai,0.5666666666666668,Positive
66,2017-02-17,5,Reliance First Capital,loan greatly kindness thank look patience appreciated future help kelly forward assisting,0.3333333333333333,Positive
67,2016-11-28,5,Reliance First Capital,stressful rasool thank family feel friends extremely cared referring care future kelly helpful time helping,-0.0625,Negative
68,2017-09-27,5,Reliance First Capital,achieve accurate conversation beginning information process understood kept realistic expectations read able dream string steve ownership didnt perfectly situation home throughout help touch relief,0.5166666666666667,Positive
69,2016-08-31,5,Reliance First Capital,friendly staff process kept throughout informed,0.375,Positive
70,2016-08-16,5,Reliance First Capital,responsive informative,0.0,Neutral
71,2017-09-19,5,Reliance First Capital,pleasure process thanks able pope informative throughout experience tim beginning lenders unlike,0.35,Positive
72,2016-04-13,5,Reliance First Capital,financing friendly company comforts helped fast home recommended leave steven shatz easy,0.3361111111111111,Positive
73,2016-02-06,5,Reliance First Capital,service received quick agent simple result pleased little completed,0.16145833333333331,Positive
74,2017-11-02,5,Reliance First Capital,company communicative patient teddy job represents hardworking,0.0,Neutral
75,2017-10-04,5,Reliance First Capital,excellent honest professional beginning explained transactions manner ferrell teddy front communication required team emails timely answered calls binh lai,0.5666666666666668,Positive
76,2017-10-19,5,Reliance First Capital,loan greatly kindness thank look patience appreciated future help kelly forward assisting,0.3333333333333333,Positive
77,2017-03-11,5,Reliance First Capital,stressful rasool thank family feel friends extremely cared referring care future kelly helpful time helping,-0.0625,Negative
78,2016-03-22,5,Reliance First Capital,achieve accurate conversation beginning information process understood kept realistic expectations read able dream string steve ownership didnt perfectly situation home throughout help touch relief,0.5166666666666667,Positive
79,2016-08-31,5,Reliance First Capital,friendly staff process kept throughout informed,0.375,Positive
80,2017-05-31,5,Reliance First Capital,pleasure call understood completely fast robert kept refinancing responding step questions informed helping,0.2,Positive
81,2016-01-23,5,Reliance First Capital,detail dont til money informative scheduled loan process talked dealt path fantastic read talking jim ive day talkedi guy officer regarding friends daily friendand refi gohe closing called heisser,0.2,Positive
82,2017-05-17,5,Reliance First Capital,recommend refinance tirelessly satisfied loan highly process completely family friends phenomenal kept everyday steven ensure job loop locate,0.21200000000000002,Positive
83,2016-02-06,5,Reliance First Capital,reviews table debt willing request delayed lending fairly issues loan closed text highly reliance received settled consolidate steven returning tree looking read quickly talking call offer option current decided mortgage started recommend phone email messages based submitted shatz capital,0.2238888888888889,Positive
84,2017-03-04,5,Reliance First Capital,loan concerned whatever painless recommend thanks truely wish friends kidding robert family experience makes person amazing,0.38333333333333336,Positive
85,2016-02-29,5,Reliance First Capital,gratitude closing spinning words exceeded absolutely reliance head express wasnt extremely patience expectations amazing read quickly beyond paid day treated am service measure knowledge lucky deserved john understanding approval spellman client,0.2683333333333333,Positive
86,2017-10-19,5,Reliance First Capital,quickly recommend knowledgeable reliance application dealt professional course contact questions solved answer,0.21666666666666667,Positive
87,2016-04-05,5,Reliance First Capital,trying spending line happening success loan reliance application kept patrick informed complete experience basis time months regular closing little found,0.053125000000000006,Neutral
88,2017-03-11,5,Reliance First Capital,tirelessly wesley patiently lending encouraging loan closed reassuring challenges complicated despite meet goals call obstacles white responsive hard situation trust definitely help approved,-0.15694444444444444,Negative
89,2016-07-10,5,Reliance First Capital,process returned fast answered calls professional communication,0.15000000000000002,Positive
90,2018-01-01,1,Reliance First Capital,told proceeds expenses dont pick check overnight refund shop electronic closed loan rules short reliance termite happen happy lender read beware changed payable inspection assured talking refinance hit va answer fee yep payment mortgage paid sweet documents late required time oh buyer didnt reason send reflect nope closing pay final couldt,0.125,Positive
91,2016-09-15,1,Reliance First Capital,finally overall cordial delayed contact information impossible thomas critical company constant completion payments delays read forthcoming incorrect aware weeks refinancing due stayed late months team creditors recommend promised balances wrong fees checks pay chris,-0.16770833333333332,Negative
92,2017-07-22,1,Reliance First Capital,previous bellezza reliance appraisal fee greg refund capital review response,-0.16666666666666666,Negative
93,2017-07-07,1,Reliance First Capital,money bike supposed motorcycle title company talked minutesi reliance saylet wasnt happened daywhat extremely himso capitoldo timesit percent lost hear credit paper read call couple wouldnt kenneth arrogantevery probably time months didnt ill youi score watson raise mindidnt frustrated help called pay little,-0.378125,Negative
94,2017-09-19,1,Reliance First Capital,pleasure business couldnt thanks reliance rare age doing pleased professional day capital,0.275,Positive
95,2017-07-29,1,Reliance First Capital,nice dier heard played left straights incorrect im emailed maybe letter mail tag phone messages file andd stateing help,0.3,Positive
96,2017-09-04,1,Reliance First Capital,accurate finally sense match approved tax loan frustrating couldnt reliance received sometimes english amazing read paper nor copy understand held feel annoying transcripts inferior wonder statement electronically getting irs aggravating including prove accept harassment paid separate day fax po didnt authenticity taxes auditors doing sit suggested copies inability times walk extremely mgr trip black emailed weeks via basic transcript discrepancies exactly send returns visiting ahead demeaning requested week pile usual dallas saying people speaking sent sons unable mailed christmas fine dummy experience hole compare guy friends ridiculous frustration wait called directly,-0.05388888888888888,Negative
97,2017-03-19,1,Reliance First Capital,costs closing spoke salesman listening interrupting pushy wasnt astronomical kept telling line person whom altho info,0.0,Neutral
98,2017-08-13,1,Reliance First Capital,initial star results info forward pull talked wasnt conversations course hour provided waste credit options day anthony moving zero based approved,-0.1,Negative
99,2016-10-22,1,Reliance First Capital,employees co stop continue cos information reliance online read spoke meant call decided means amerisave calling person clicking months am calls refi looked,0.0,Neutral
100,2017-07-29,1,Reliance First Capital,minuet contact text process unprofessional continued lisa entire cancel set read august decided refinancing experience documents ms reneged phone week calls unpleasant return closing date dates podorson,-0.32499999999999996,Negative
101,2017-02-17,1,Reliance First Capital,yes hello money close debt lending contact information loan start company cost termite charges provided payments lawyer led items credit incorrect read worst inspection appraisal spend experience putting oh twice explain life calls return choice pay wont,-1.0,Negative
102,2016-05-20,1,Reliance First Capital,loan recommend company mistakes promises times cost feel friends canceled personally finances allowed,0.0,Neutral
103,2016-05-27,1,Reliance First Capital,recommend closed am told closing company reliance check waiting weeks home refinancing experience receive issues awful,-0.55,Negative
104,2017-07-07,1,Reliance First Capital,locked related close sanctioned questions notifying theirs paying borrowing conduct advice financial house estate despite read amount estimated bar learned tshirt nc due slow closings documents disclosure increase attorney months legal rate notary real taxes luck closing servicer,-0.00416666666666667,Negative
105,2017-07-29,1,Reliance First Capital,speed initial close getting complaints scheduled request sept closed loan offered process absolutely reliance documentation complaint wasnt ran action notified read credit inquires im lock mistakes processor appraisal decided weeks pursuing experience started legal corey authorize potential am errors business hard jan ridiculous rate file bureau proces refi rep,-0.05833333333333332,Negative
106,2016-06-26,1,Reliance First Capital,told money stated flags beginning start process switched estimates kept read fha conventional mistake painting appraisal originally friend else paid red days costs didnt recommend list throughout complained approval closing,-0.01696428571428571,Negative
107,2016-01-23,1,Reliance First Capital,speak sale deal offers sales read proposal offer doubt mutually pitch wouldnt review recommend didnt reason send hard bank beneficial phone requested self prior tentative lenders,-0.0638888888888889,Negative
108,2016-02-06,5,Pacific Beneficial Mortgage Co,wow knowledgeable thanks mile getting scenario star holy comes adam taking calm questions stupid deal night expected difference including walk adaml provided thoroughly honestly adampac read pac im spoke approachable else ben mortgage experience talk day cant easily demeanor time remotely charming service considered explain palatable spent passionate moght unpleasant rate wonderfully expect weekends pretty real pay extra,0.1388888888888889,Positive
109,2016-05-05,5,Pacific Beneficial Mortgage Co,wow knowledgeable thanks mile getting scenario star holy comes adam taking calm questions stupid deal night expected difference including walk provided thoroughly honestly adampac read pac im bill spoke approachable else ben mortgage experience talk day cant easily demeanor time remotely charming service considered explain palatable spent passionate moght unpleasant rate wonderfully expect weekends pretty real pay extra,0.1388888888888889,Positive
110,2016-02-21,5,Pacific Beneficial Mortgage Co,pacific thanks impressed closed loan cost job looking amazing ca refinance appraisal third weeks mortgage guys team recommend jason beneficial june waived refi,0.33999999999999997,Positive
111,2017-11-17,5,Pacific Beneficial Mortgage Co,pacific thanks impressed closed loan cost job looking amazing ca refinance appraisal third weeks mortgage guys team recommend jason beneficial june waived refi,0.33999999999999997,Positive
112,2016-10-29,5,Pacific Beneficial Mortgage Co,pacific thanks impressed closed loan cost job looking amazing ca refinance appraisal third weeks mortgage guys team recommend jason beneficial june waived refi,0.33999999999999997,Positive
113,2016-06-11,5,Pacific Beneficial Mortgage Co,buyer recommend questions process transparent patient buying answering painless explaining respond organized home quick shawn firsttime personable processes,0.3333333333333333,Positive
114,2017-05-09,5,Pacific Beneficial Mortgage Co,pacific patient getting carrion adam issues questions alves james company stressful process michele messy extremely refreshing hesitation entire read refinance bill able due beyond mortgage circumstances days recommend service beneficial customer control caliber diligently helpful client completed,0.135,Positive
115,2016-09-15,5,Pacific Beneficial Mortgage Co,caused patient adam issues questions smoothly absolutely wonderful position extremely helped additional read refinance bill fortunate reservation team recommend hard concerns help finding,0.2458333333333333,Positive
116,2017-05-09,5,Pacific Beneficial Mortgage Co,thank anytime fast carrion adam future questions night painless process provided simple read items steps status else refinancing experience day hands team recommend business handled definitely answer,0.05,Neutral
117,2016-01-23,5,Pacific Beneficial Mortgage Co,thanks escrow jocovic experiences past offered rental company received wonderful coordination complicated sales sill read professionally confusion call beat status outstanding exchange day wife previous incentives companies handled rates phone progress situation builders home daily prior finance step involved alex loans,0.09814814814814814,Neutral
118,2017-07-29,5,Pacific Beneficial Mortgage Co,thanks escrow jocovic experiences past offered rental company received wonderful coordination complicated sales sill read professionally confusion call beat status outstanding exchange day wife previous incentives companies handled rates phone progress situation builders home daily prior finance step involved alex loans,0.09814814814814814,Neutral
119,2016-03-22,5,Pacific Beneficial Mortgage Co,easy smooth process,0.4166666666666667,Positive
120,2017-04-02,5,Pacific Beneficial Mortgage Co,recommend loan service lenders andrea irvine customer difference compared condo mortgage experience definitely helped looking,0.0,Neutral
121,2017-04-17,5,Pacific Beneficial Mortgage Co,pacific knowing jocovic issues loan offered start company stressful dealing checkins arose advice read finish purchase handling mortgage experience confident cant scary hands lot beneficial phone wrong home daily calls officer alex,-0.125,Negative
122,2016-05-27,5,Pacific Beneficial Mortgage Co,pacific knowing jocovic issues loan offered start company stressful dealing checkins arose advice read finish purchase handling mortgage experience confident cant scary hands lot beneficial phone wrong home daily calls officer alex,-0.125,Negative
123,2017-05-24,5,Pacific Beneficial Mortgage Co,loan uptodate progress kept professional accommodating,0.1,Neutral
124,2017-12-17,5,Pacific Beneficial Mortgage Co,loan emailed service status excellent accommodating called,1.0,Positive
125,2016-09-22,5,Pacific Beneficial Mortgage Co,emails patient answering returned commented promptly realtor pleasant calls questions comfortable alex,0.5666666666666667,Positive
126,2017-04-02,5,Pacific Beneficial Mortgage Co,pacific reviews patient skeptical returned close jocovic familiar try broker satisfied process amd commented promptly yelp entire read assured decided referred reading realtor pleased time emails am recommend beneficial gove calls definitely using easy comfortable alex little,0.1689814814814815,Positive
127,2017-06-23,5,Pacific Beneficial Mortgage Co,detail thank questions process times kept provided hesitation dealings available informed attentive outsdanding ones experience recommend business whenever services alex,0.4,Positive
128,2017-12-17,5,Pacific Beneficial Mortgage Co,process thank incredible job pleased smooth alex,0.6,Positive
129,2017-07-15,5,Pacific Beneficial Mortgage Co,close escrow normal occasions loan broker switch lender professionalism sitting changed read ca offer feel due hard search officer easy alex complimented jocovic refused start including heard position available southern caution paperwork realtor mortgage task team progressed rate look using commented forward pacific initial future agreed night responsiveness selling daunting local friend beyond wife beneficial week hours weekends tried thank familiar purchases north company glitch conversations happy sign finish purchase refinancing admiration lyon pushing business morning recommending friends home closing,0.15833333333333333,Positive
130,2017-06-08,5,Pacific Beneficial Mortgage Co,close escrow normal occasions loan broker switch lender professionalism sitting changed read ca offer feel due hard search officer easy alex complimented jocovic refused start including heard position available southern caution paperwork realtor mortgage task team progressed rate look using commented forward pacific initial future agreed night responsiveness selling daunting local friend beyond wife beneficial week hours weekends tried thank familiar purchases north company glitch conversations happy sign finish purchase refinancing admiration lyon pushing business morning recommending friends home closing,0.15833333333333333,Positive
131,2018-01-01,5,Pacific Beneficial Mortgage Co,attentive pleasure process courteous june addition extremely throughout responsive,0.2916666666666667,Positive
132,2016-03-14,5,Pacific Beneficial Mortgage Co,attentive jason process extremely throughout straightforward,0.21666666666666667,Positive
133,2016-03-14,5,Pacific Beneficial Mortgage Co,lee jason bean june responsive honest,0.6,Positive
134,2016-12-20,5,Pacific Beneficial Mortgage Co,pacific finally patient overall close excellent personable closed loan escrows contract helped house looking read unfortunate follow consistently due responsive experience mortgage time pleasure beneficial conditions houses officer failed alex,-0.03214285714285714,Negative
135,2017-03-19,5,Pacific Beneficial Mortgage Co,pacific finally patient overall close jocovic excellent personable closed loan escrows contract helped house looking read unfortunate follow consistently due responsive experience mortgage time pleasure beneficial conditions houses officer failed alex,-0.03214285714285714,Negative
136,2017-05-17,5,Pacific Beneficial Mortgage Co,buyers time home,0.0,Neutral
137,2016-12-13,5,Pacific Beneficial Mortgage Co,close escrow apartment questions buyers smoother times highly process family contract accommodating kirk provides read able purchase experience time satisfaction previous recommend repetitive service leasing sisters customer answered home faster,0.06083333333333335,Neutral
138,2017-10-26,5,Pacific Beneficial Mortgage Co,told reviews close stated writing carrion shop loan broker receiving cost received lender reached action despite read response credit extorting powers permission receive review potential disappointing situation statement leaving pay occurred accusing continue voicemail adam offered reaching lengths heard left commission kirk entire terribly call appraisal letter contacted mortgage paid day time reimbursed am explain customer email rate lendingtree voicing pacific money doing nominal closed paying times offering instructed extremely entering originally status local via confirmed stating share customers beneficial promised misled upfront final check displeasure office happy admin provided brokerage cover gay compete amount spoke homebuyer original accommodate experience treated boss phone home unpleasant reach called,-0.0005208333333333315,Negative
139,2017-11-10,5,Pacific Beneficial Mortgage Co,refinance jason process easier completely june fast happy depends respond experience month funded requests completed,0.3666666666666667,Positive
140,2017-10-11,5,Pacific Beneficial Mortgage Co,patient fast depends skills month accountant questions loan process highly completely happy respond lots quick updated amazing read refinance easier experience amounts funded requests recommend terms service jason rates knowledge customer june definitely helpful completed,0.38666666666666666,Positive
141,2017-04-24,5,Pacific Beneficial Mortgage Co,pacific holds informative thorough people doing specifically anderson loan company exceeded competitors conversations sizing expectations met accommodating expert meeting honestly read rowel helping support staff age fortunate efficient mortgage day business product true summer officer,0.45,Positive
142,2017-09-12,5,Pacific Beneficial Mortgage Co,friendly knowledgeable patient related choosing future questions loan dealing absolutely record matter precisely available read rowel call experience eager endeavor time recommend extraordinarily promised step officer helpful answer,0.21805555555555556,Positive
143,2017-11-25,5,Pacific Beneficial Mortgage Co,loan quickly friendly service close timely bring provided,0.375,Positive
144,2017-08-21,5,Pacific Beneficial Mortgage Co,efficient friendly,0.375,Positive
145,2016-12-20,5,Pacific Beneficial Mortgage Co,friendly cost quick professional effective,0.3520833333333333,Positive
146,2016-10-07,5,Pacific Beneficial Mortgage Co,pacific pleasure refinance recommend beneficial gladly call services incredibly responsive definitely enriquez issues future encountered questions time rowel,0.35,Positive
147,2016-04-28,5,Pacific Beneficial Mortgage Co,recommend pleasure refinance gladly services incredibly responsive definitely issues future encountered questions time rowel,0.35,Positive
148,2016-02-14,5,Pacific Beneficial Mortgage Co,signing online slight documents difficulty,-0.16666666666666666,Negative
149,2017-03-19,5,Pacific Beneficial Mortgage Co,easy products accommodating,0.43333333333333335,Positive
150,2017-11-25,5,Pacific Beneficial Mortgage Co,loan helped patient officer money cost thanks friend definitely help refer closing save,0.1,Neutral
151,2016-11-28,5,Pacific Beneficial Mortgage Co,knowledgeable process service thank home rate throughout kirk easy time refinanced,0.43333333333333335,Positive
152,2017-06-30,5,Pacific Beneficial Mortgage Co,meet courteous excellent maurice professional contact details timelines discussions explained,0.5666666666666668,Positive
153,2016-04-20,5,Pacific Beneficial Mortgage Co,worth fine mistakes overall cost received paperwork peter signed rate minor forms worrying job required repeated prevailing,0.16666666666666666,Positive
